
gene	XY_Blood_007.886	XY_Blood_1.888	XY_Blood_3.885	XY_Blood_5.609	XY_Blood_7.604	XY_Blood_881	XY_Blood_999	XZ_Blood_10
LOC104971329	0	0	0	0	0	0	0	0
LOC516378	0	0	0	0	0	0	0.287350343	0
LOC101906254	0	0	0	0	0	0	0	0
LOC528262	0	0	0	0.028772697	0	0	0	0
ALPI	0	0	0	0	0	0	0	0
LOC100125266	0	0	0	0	0	0	0	0
ECEL1	0	0	0	0	0	0	0	0
PRSS56	0	0	0	0	0	0	0	0
CHRND	0	0	0	0	0	0	0	0.377333174
CHRNG	0	0	0	0	0	0	0	0
EIF4E2	26.17238023	20.09122005	19.08028883	21.64296094	20.47497748	19.92446009	27.42370714	15.84007149
LOC112443174	0	0.196808559	0	0.48941317	0.476860061	0	0.663052262	0.238479762
LOC101906781	0	0	0.069942451	0	0	0	0	0
LOC112443182	0	0	0	0	0	0	0	0
PHC2	25.36257107	22.38456985	27.57534068	29.51870359	23.65802849	25.41671256	30.01578007	17.19237387
A3GALT2	0.072921665	0.058717147	0.16102854	0.511051495	0.165981126	0.093311832	0.296728996	0.320173224
ZNF362	15.60761381	12.81624294	13.37665359	10.47918795	12.92379879	10.53956002	11.70981541	11.60972087
TRIM62	15.36378731	12.08283819	8.598991486	11.0080323	9.132051379	7.751163608	11.55241979	13.58004359
LOC112443186	0	0	0	0	0	0	0	0
AZIN2	0.736484755	0.215645022	0.253454823	0.156407619	0.19593755	0.192767462	0	0.065326139
LOC112443187	0	0	0	0	0	0	0	0
AK2	50.82301001	57.3094391	65.16761803	62.71469238	65.06955673	58.76117592	60.28556153	59.92956536
MIR2357	16.69167692	5.169338739	1.620185891	5.14193584	16.70016246	1.642996935	16.25457232	8.1430273
RNF19B	53.19891497	93.11592195	64.26967181	82.03484554	79.39269079	57.21183335	96.56854593	79.54378279
TMEM54	0	0	0	0	0	0	0	0
HPCA	0.499675057	0.536456828	0.630515692	0.444677538	0.397165878	0.319696448	0.100407476	0.650043357
FNDC5	0	0.05222222	0.163676068	0	0	0	0	0
S100PBP	95.62186403	45.92026799	25.00927557	30.08812262	26.62514212	23.5466729	69.94266736	19.97302165
YARS	42.09643799	42.59954377	45.96875565	38.8454989	34.9179648	42.47232133	40.91492034	27.04785397
KIAA1522	1.808553888	1.06792622	1.260603116	0.885220912	0.63848558	0.80447982	0.6697327	2.882187269
LOC101907639	0	0	0	0	0	0	0	0
SYNC	2.800656587	1.445584992	0.906157065	1.48585261	0.934026786	0.689186325	2.142891027	0.192683206
RBBP4	125.4349795	129.3724723	110.1057674	108.5669216	101.6307598	105.9538308	160.1296954	100.6677942
ZBTB8OS	8.223839238	8.963798972	6.56804842	6.626965956	6.691788453	8.790862087	10.13896111	9.89299596
ZBTB8A	0	0	0	0	0	0	0	0
ZBTB8B	0.104114998	0.041917142	0.032844415	0.052118672	0.016927288	0.066613681	0.047073251	0
BSDC1	56.95475084	62.46952603	42.57545091	46.22292499	46.67380311	36.34944145	67.68600587	45.52509486
TSSK3	3.499736745	6.575375095	3.312110893	3.348122685	4.589903766	2.201842644	6.909495153	1.707345044
FAM229A	0.142064477	11.66793601	8.87358113	8.81834795	7.206330609	4.999174848	8.221600407	5.197956987
LOC112443204	0	0.091821869	0	0	0	0	0	0.027815936
MARCKSL1	63.14479697	57.74247283	74.80687467	120.8502963	112.8970516	82.17139598	77.81425232	140.7919361
HDAC1	197.9636712	245.9862425	226.8392029	196.1312775	244.9045244	160.2664442	251.4175528	182.4644971
LOC112443208	1.754914129	0.282614367	0	0	0	0.112280932	0.317377957	0.342453637
LCK	247.9229818	202.8639905	250.2796842	233.5982761	234.0269618	207.3899533	425.0905238	130.5107802
FAM167B	4.103659159	2.795947322	5.045433656	3.441292123	4.379461692	4.57789395	8.277836069	10.00984165
MTMR9	45.15720108	48.34116566	48.78026996	44.94893476	60.22802287	51.50452925	75.38878054	44.92575765
EIF3I	85.57192393	92.37516143	119.9182032	98.07061169	101.074927	109.9889536	110.8467548	51.45307173
TMEM234	11.17493624	19.88403271	12.96710411	15.33469464	18.19391351	14.59963532	20.91662554	18.48998998
DCDC2B	9.138943237	10.34203419	2.389511172	4.396243846	4.015765527	0.526772556	5.360390038	0.160664125
IQCC	6.23439346	7.914723754	5.713535754	7.13773283	6.037232352	5.153437897	7.900703487	4.884074075
CCDC28B	0.936314184	3.35079188	2.953723509	3.194152965	4.397709449	3.727496637	3.292592855	4.720064818
LOC112442276	13.49985841	7.929086442	6.975866065	5.880698155	6.355813656	5.558206663	10.06489672	0.830762527
LOC112443606	0	0	0	0	0	0	0	0
CLDN12	0.441017551	0.284088877	0.148399635	0.196238131	0.497132372	0.169300119	0.691239991	0.372927047
SHOX	0	0	0	0	0	0	0	0
LOC112442278	2.358931085	0.60436455	0.811805616	1.335912859	0.139462245	1.463529335	1.777562588	4.027812251
MIR2887-1	14501.50815	5763.141587	3782.579781	7443.673804	1095.955486	9770.052451	8077.992848	30650.90422
LOC112443213	4.919583143	0.208488965	0.530928816	0.043204949	0.63145158	0.31061764	0.1170673	0.063158329
PTP4A2	516.8684219	330.3964451	280.7514416	307.2671259	288.7363109	224.615818	365.7387962	186.6584724
LOC112443216	12.79727956	5.94645808	2.957324014	3.35359745	3.125034557	2.837146553	5.976581446	1.11044121
LOC112442415	1.321616113	4.256706297	2.709985196	5.733733016	2.363589769	6.130465763	1.792616864	0
SPOCD1	2.348498767	2.230991927	1.331890587	1.338544172	2.368173402	1.266227477	2.338391908	0
ADGRB2	0.056783376	0.426742948	0.095536246	0.429534107	0.516991407	0.35119481	0.393657638	0.1846783
COL16A1	0	0	0	0.024605544	0	0	0.016667678	0.053953717
PEF1	43.92860124	69.77161974	58.21055145	71.08524924	69.18347791	56.59787241	65.31321164	147.9826505
HCRTR1	0.029265446	0.094259148	0.036928646	0.117199345	0.038064421	0.037448574	0.052926849	0.256988433
LOC101902428	0	0	0	0	0	0	0	0
TINAGL1	36.98061202	28.33900564	34.96488687	52.55594546	19.91608966	27.39108174	6.649980392	0.205011084
LOC112442289	0	0.142168063	0	0	0	0	0	0.258404964
LOC101902843	0	3.649377295	1.056061761	3.798470755	3.299119426	1.103882048	0.209570974	0.364318854
SERINC2	44.63294668	117.8127196	54.48632431	87.8582607	56.67470627	82.07643456	38.35494883	334.1589074
LOC112443317	1.91315557	0.68137022	0.139276045	0.098225833	0.143559612	0.094157967	0.499032805	0.215384333
LOC100847376	3.789455757	4.896275493	6.783384717	3.235116019	5.845782325	3.946904019	10.35959152	8.426561165
FABP3	12.75340227	18.03071398	19.5547436	19.40003278	18.42023037	23.34064506	32.9878194	41.74354627
ZCCHC17	11.80111294	9.927168114	10.68666275	8.414119484	8.523345989	8.740761686	14.28687342	9.238561032
LOC112443306	0.584634217	0	0	0.195107076	0	0	0.792987575	0
SNRNP40	42.28046871	31.8414002	30.25179462	32.35093352	29.82646871	33.80384414	45.89056957	23.96361663
NKAIN1	0	0	0	0	0	0	0	0
LOC101902958	0	0	0	0	0	0	0	0
PUM1	126.3433753	78.36077472	54.07032582	68.1329342	58.62604238	44.66437017	92.27429799	45.85086125
LOC112443646	0	1.060721455	0	0	0	0	0	0
LOC112443645	8.55467779	3.936171184	0	1.631377234	0	0.78190818	7.735609721	0
LOC112443643	13.12675768	2.882666544	1.505819828	1.592991888	0	1.527020681	3.23725516	0
TRNAC-ACA_8	0	0	0	0	0	0	0	0
SDC3	2.264945652	1.215835714	2.521786709	2.104576629	1.704016139	1.818518499	5.019824296	1.754924953
LAPTM5	3735.794984	2142.024234	2634.517916	2928.336809	2479.279698	3113.296174	2716.509519	1922.182628
LOC104971336	3.298667859	2.877458474	0	0.366949351	0.53630603	0.351752731	0.497139456	0
MATN1	1.958012245	2.518948688	0.709977177	0.525754478	1.06844727	0.10079624	3.073010131	0
LOC112442418	0	0	0	0	0	0	0	0
LOC112442419	0	0	0	0	0	0	0	0
PTPRU	0.054436871	0.058444044	0.022897081	0	0.011800651	0.023219456	0	0
MECR	1.725250141	1.646973258	1.840358443	1.638242578	1.966361405	1.627295842	1.720897521	1.518463325
LOC112443602	0	0	0	0	0	0	0	0
SRSF4	71.07525808	93.41880927	81.78064185	66.7684694	77.30832543	53.64399456	139.9786725	47.32105344
TMEM200B	0.294866386	0.534215093	0.488351816	0.344415034	0.407491246	0.589556495	0.866561762	0.323663484
EPB41	210.0166709	140.7920448	116.1241331	124.1358456	113.8795072	89.74251771	134.4819254	110.9896396
OPRD1	1.581200883	0	0.149643046	0	0.30849092	0	0.285961744	0.077138816
YTHDF2	108.9066011	75.2315684	68.5294739	74.71692226	66.40457661	64.49739086	92.59411386	45.62738973
LOC112443715	0	0	0	0	0	0	0	0
GMEB1	16.71413342	12.14666664	6.33567357	9.107879864	7.386758693	6.446291517	14.58919194	6.831273886
LOC112443660	2.287985789	0	0	0	0	0	2.758563295	0
TAF12	20.48900142	30.01101681	29.21340494	27.48572548	27.21904552	31.34958238	34.3729817	19.66229981
RAB42	0.745838505	0.200185177	0.156856232	0	0.161680494	0	0.224809386	0.242571326
SNHG12	9.154028832	18.39002859	24.44383463	15.4906481	39.92815507	13.48845068	21.98992377	14.38976446
LOC112443648	1.502726469	13.31008997	0.47405439	0	0.977268766	0	2.038271768	1.466208904
LOC112443652	9.29166748	18.7043249	4.885293335	5.684913798	7.553317755	6.93570462	15.40373321	3.399701944
LOC112443659	0.805032037	3.889312003	0	1.074637385	0.523536839	0	5.095679419	2.356407167
LOC112443669	2.74146045	13.24468412	0.864828955	0.91489399	3.565710364	7.893046087	11.1554063	2.674840568
TRNAU1AP	9.402085394	10.26403997	9.72508639	6.697806801	8.201610536	6.738557172	16.43152241	3.638569891
RCC1	7.36073447	10.14476525	7.273262982	8.968033616	7.307002357	8.160575582	13.78738832	5.832888081
SNHG3	9.912563153	29.84929815	19.96168788	11.05711237	11.56827184	10.68607846	36.22229949	9.274212948
LOC112443630	0.99445134	8.808147772	3.76454957	0.99561993	0.646721978	0.318129309	13.0389444	0.970285304
LOC112443632	1.988902679	2.40222212	0.941137393	0.33187331	0	1.272517234	2.248093861	0.242571326
LOC112443631	0	2.001851766	0.627424928	0.99561993	0	1.272517234	2.248093861	0
LOC112443405	0	0.330002231	0	0	0	0	0.370594867	0.199937578
PHACTR4	15.69009872	11.38358148	7.733817848	7.949719335	8.131112334	7.476711531	15.70269791	8.063041564
LOC104971345	0.321502493	0	0	0	0	0	0	0.078422426
LOC112443664	0	0	0	0	0	0	0	0
MED18	13.0369765	22.85123205	18.50706854	16.92553881	18.04232677	19.12366025	25.01515351	11.7506417
SESN2	10.00128021	19.36986367	11.22527339	10.73326851	15.07932807	8.284899439	23.79922925	11.24765601
ATP5IF1	113.7494274	220.3256614	444.7320857	253.4720867	379.6300839	283.5185252	269.6998008	269.4887111
DNAJC8	83.20916712	84.62122772	96.39468601	73.29590707	98.1049675	80.5165462	115.0587706	70.70612168
LOC107131363	0	0	0	0	0	0	0	0
PTAFR	151.4088547	162.819881	123.6761655	156.6139829	148.7176622	79.47852966	75.11777173	483.1650055
EYA3	56.30455639	25.43970816	17.62140014	27.22408878	20.97589324	20.40417707	28.83764808	93.34018308
XKR8	6.852471495	11.80851355	5.397366251	6.758562828	8.458589172	5.976012519	12.11649074	51.48607708
LOC112443407	2.802045211	0.225623072	0	0.187022528	0	0	0	0.136697653
SMPDL3B	2.575854721	3.11115031	1.969906662	1.432712019	2.030493012	1.448290103	2.85859969	1.275669444
RPA2	21.57925467	20.16336155	19.47586936	19.83311146	21.42570047	22.92485399	38.45237951	25.64301793
THEMIS2	112.9635432	223.1172255	89.29561027	139.7992218	147.4104654	73.06190324	170.910555	258.6970806
PPP1R8	35.72549133	45.40478486	37.89355419	37.13408236	43.43630887	38.18614594	64.73759218	29.02481292
LOC112443661	0	0	0	0	0.397383384	0	0	0
STX12	34.49578574	28.07023022	17.93537764	23.26785722	20.94995189	28.46420129	48.39863934	15.7602617
FAM76A	59.87736084	31.66276909	14.94211085	26.16055589	24.65927702	17.15375655	39.82903611	17.37720528
IFI6	82.97241261	87.08117289	133.6200981	178.6020662	67.39819445	248.7211917	153.3762618	171.4816223
FGR	161.0577482	345.2587405	200.1548779	308.5408655	299.528867	187.5281646	270.9300464	611.9376701
AHDC1	25.96832544	12.07749015	9.358237266	8.251674185	9.035174528	11.29299648	19.13905223	6.681707792
WASF2	317.492119	267.8842665	193.1340301	271.933003	247.3245377	190.6131893	241.103062	242.8152688
LOC112443702	8.531834859	4.579937499	1.196212013	0.632730423	1.233002649	0	5.143302591	1.387417304
GPR3	0	0	0.090519579	0	0	0	0.259468825	0
CD164L2	0	0.087540785	0	0.580511513	1.626162658	0.556470559	0	1.007723965
FCN3	0	0.071960839	0	0.119298952	0.174358524	0	0.080812537	0.261592338
MAP3K6	1.218531417	1.653975484	1.043375246	1.614999069	2.524513147	0.968964985	2.597248649	5.936107913
SYTL1	28.39360186	46.84274457	42.64405248	41.27615522	49.24059627	44.35409484	58.69864226	57.70377239
TMEM222	14.45855329	20.72723955	16.78309687	14.66256622	20.62792996	15.82420879	30.84434459	19.10121876
WDTC1	31.9589798	28.85674693	25.71628462	28.93086284	26.06468894	27.47151863	32.09867827	36.37202986
TRNAE-UUC_9	0	0	0	0	0	0	0	0
SLC9A1	47.43436342	26.82870076	27.63207812	31.82439497	29.62049447	17.99232296	28.79306235	30.41404817
FAM46B	0	0.070017619	0	0	0	0	0.11794543	0.424213892
TRNP1	0	0	0.039786971	0	0	0.040347143	0	0
KDF1	0	0	0.223962704	0	0	0	0.08024692	0
NUDC	108.7517779	156.1753235	183.489524	175.203506	191.300361	170.3118887	208.4715246	66.73345098
NR0B2	0	0	0.315516891	0.278151829	0	0	0	0
GPATCH3	25.19276727	24.25100426	27.48718734	29.48931411	26.26923081	32.23710326	31.77305991	29.755416
GPN2	14.85364791	18.64530977	13.29120759	11.08264679	14.03055409	9.43122322	21.19416774	10.60776835
SFN	0	0.0607705	0.190468282	0.100747255	0.098163157	0	0	0.73637724
ZDHHC18	108.1909431	243.0187719	144.4888459	197.2006472	223.1288267	130.3285712	177.6011978	248.4692141
PIGV	10.70857865	14.79687421	9.800831237	12.70656286	12.53110757	6.618831088	16.49744891	8.094247103
ARID1A	201.0305408	124.5838615	78.5952122	108.8185199	91.206444	64.28903815	157.7910088	86.85077025
LOC112443408	0.482508631	0.043168896	0	0.07156676	0	0	0.04847898	0
RPS6KA1	216.2629542	199.7885905	175.8673938	222.1939758	212.9676605	174.8908786	203.235456	186.124985
HMGN2	304.3860785	451.2439028	618.4643863	440.8486366	487.9710054	489.6926523	460.5093727	428.2379893
DHDDS	18.56439636	19.67836607	15.65299076	14.61772708	14.81769686	12.47975575	22.74360598	14.21793945
LIN28A	0	0	0	0	0	0	0	0
ZNF683	52.69696198	31.55832142	22.80585986	25.54926178	16.75003449	19.20749487	39.84729492	9.345430628
CRYBG2	5.821072857	5.446618974	5.35558178	3.737733399	2.338459477	3.149216703	5.250408026	1.308468429
CD52	158.4332234	489.1896737	1076.160754	445.6888104	779.8294746	444.4852721	768.8318002	841.536359
UBXN11	4.642940491	6.675955914	11.68751097	3.826231099	8.842661923	2.849344988	13.0236141	1.36365646
SH3BGRL3	460.5689439	1241.917393	1803.15026	1216.423409	1649.659098	1363.630467	1406.327483	1602.742412
CEP85	13.24544592	9.412766601	5.325895231	7.466475847	6.159173585	5.210605075	11.91520167	5.680567481
CATSPER4	0	0.032117795	0	0	0	0	0.072137027	0
LOC112443410	0	0	0	0	0	0	0	0
CNKSR1	0.341401021	1.37449508	0.526530119	0.405098909	0.567393328	0.339782089	2.675517541	0
LOC112443411	0	0.120821823	0	0	0	0	0.271367543	0
ZNF593	7.051564045	8.516969334	14.63040856	9.775177493	11.11185944	8.242441176	18.27087193	5.292465296
FAM110D	0	0.03834533	0	0	0	0	0.086124159	0
LOC107131877	0	0	0	0	0	0	0	0
PDIK1L	30.22996974	13.02023766	9.29190881	10.49088799	9.563687816	9.532939551	30.29500938	4.810852077
TRIM63	0	0	0	0	0	0	0	0
SLC30A2	0	0	0	0.038045606	0	0.109410024	0	0
EXTL1	0	0.019231352	0	0.031882343	0	0	0	0
PAFAH2	51.96577429	45.86532082	30.54732772	30.38554613	28.75133154	22.73545802	57.0143794	32.91844829
TRNAE-UUC_10	0	0	0	0	0	0	0	1.374570848
STMN1	199.1228166	177.1731206	319.1990539	206.8561235	262.1880545	345.6088288	186.0550149	97.94134498
PAQR7	0.420729413	1.355099657	1.809879601	0.638217904	1.604367983	1.052273867	0.933823604	0.410505321
AUNIP	4.521143258	2.113817307	2.162383254	3.309666826	3.60416159	2.985978614	3.494808171	0.604771645
MTFR1L	12.44973157	10.05712487	8.313161882	7.87860768	10.91772706	7.51359788	20.58139545	6.19172116
SELENON	23.1597945	24.74961705	19.12237185	28.46260016	30.4750119	7.286278649	18.74004645	43.98382236
MAN1C1	25.23216784	28.54284418	30.88270345	15.70882748	21.85552044	20.37023851	30.35646743	6.938403168
TRNAG-CCC_11	0	0	0	0	0	0	0	0
LOC112443412	6.499656718	3.1718661	6.337600927	5.389880319	4.739279115	8.569106345	1.513862041	0.096086506
LOC101903529	0.44733864	0.360200891	0.352796818	0.821084573	0.145458967	0.071552788	0	0
LOC101903474	0.988285565	1.446865404	0.283424901	0.359798876	0.233713523	0.057483064	0.324968041	0
LDLRAP1	15.97885241	28.9917036	24.55970195	21.65905174	22.04195454	15.38015018	46.27485141	21.05067971
MACO1	49.16950314	24.33052778	22.26519692	26.34399686	22.76323025	23.17070151	36.38305488	14.14956163
LOC282685	0.845871049	0.624344039	0	0.282288347	0.091682615	0	0	0
LOC112443686	0	0	0	0	0	0	0	0
TRNAG-UCC_5	0	0	0	0.940307712	0	0	1.273919855	0
TMEM50A	319.8017016	365.7232167	331.7463799	359.921419	388.5848392	396.9847648	377.3562519	419.4701018
RSRP1	43.58031883	88.44217774	24.5918182	25.90269802	30.86818539	31.90881995	165.5735168	15.26563361
SYF2	52.67709633	68.93100941	57.59760843	64.69317055	62.74702829	49.9435351	65.93366066	65.33395003
RUNX3	268.1854454	167.3836745	131.6726936	166.938517	136.3427788	159.6690002	229.5451826	97.35322621
LOC112443413	1.179465542	0.166616793	0.091387474	0.041433388	0.0807413	0	0.168400666	3.16975701
LOC107131878	0	0.547633012	0.061300137	0	0.063185481	0	0	0.616186932
LOC107131898	0.324366495	1.94021412	0.730897016	0.525781927	1.024591968	0.059295001	0.963732882	0.406908136
CLIC4	89.34506394	33.46112003	35.83215587	44.04212209	30.91499659	21.59250845	41.73332977	23.34466691
SRRM1	75.49651214	43.09279769	28.55426637	37.92077846	32.38341266	28.85800471	56.49294357	28.62194703
TRNAE-UUC_11	0	0	0	0	0	0	0	0
NCMAP	5.941425377	3.501544107	4.195239563	3.796855665	3.518606014	3.413150039	5.029633724	1.097738035
RCAN3	69.1746438	34.56284641	24.40385135	25.95824757	23.09271909	13.74857773	35.17997898	15.84773953
LOC112443414	2.752400037	0.847392001	0.204301174	0	0.157938488	0	0.073202099	0.15797143
NIPAL3	77.42471595	39.81234988	26.19452253	37.41153336	30.75307793	20.37546998	45.25714926	43.79317552
STPG1	0.067130401	0	0	0	0	0.064425922	0	0.196497222
GRHL3	0	0	0	0	0	0	0	0.425942966
LOC104971359	0	0	0	0	0	0	0	0
IFNLR1	0.870577443	0.814671477	0.757101479	0.863748211	1.086420915	0.87313987	2.106356002	0.137744052
IL22RA1	0	0	0.230621055	0	0	0	0	0
MYOM3	3.222351993	0.831985078	1.745783865	1.578002582	1.526138811	0.784338143	0.205868264	0.017087207
LOC112443609	0	0	0	0	0	0	0	0
SRSF10	95.13545462	55.1874831	30.94397706	36.10250302	30.98327375	33.51873309	80.02076206	19.62343491
PNRC2	277.5429247	214.4909078	143.5323749	170.5391058	147.1039249	146.8372638	218.4546753	216.1328513
CNR2	52.00145801	53.33732688	34.45298333	57.24310303	50.50046957	44.75264481	32.0231373	81.2627984
FUCA1	29.67251096	30.15107127	28.68314636	27.83129562	30.29650919	34.65417054	42.0375134	55.73272027
LOC112443709	0	0	0	0	0	0	0	0
HMGCL	13.66279267	30.74497631	21.74293363	18.93054852	24.79165729	17.4441223	55.04436866	17.97274114
GALE	1.317895669	4.73994109	3.963456044	2.052468976	3.02830577	2.501496633	5.442159137	4.457681467
LYPLA2	51.07988087	78.88860423	91.85749573	73.32847633	90.61653371	77.82805047	92.02510977	64.38166066
PITHD1	68.73490642	59.91331616	77.63888153	70.10736338	72.21501831	65.06916415	75.79152652	25.06783151
LOC101909432	0.053260193	0	0	0	0.034636724	0	0.072241189	0.818463293
ELOA	53.76825766	49.43335	32.29102259	41.03443851	38.82204807	29.24398596	54.61275312	49.04950275
LOC112443415	4.955282544	2.740145067	0	0.876661221	0.582392364	0	2.051468348	0.058251384
RPL11	450.3138956	741.3140001	1202.59288	847.7908526	960.4550233	1047.120058	817.4053193	527.8352055
LOC104971363	0.804723004	0.543458568	0.122835591	0.077967933	0.135054417	0	0.117366896	0.082315951
LOC101909455	0	0.175269425	0.274666707	0	0	0	0	0
TRNAG-CCC_12	0	0	0	0	0	0	0	0
ID3	159.2558097	148.6530253	158.4761784	52.67344405	143.4468373	133.1535706	168.7175063	34.55386717
E2F2	28.07379098	46.88544919	19.51578328	32.44149924	34.00514374	22.35072537	21.43727124	94.37543502
LOC104971364	0.613322082	0.569829433	0.446493089	0.881702487	0.79772404	0.24148234	0.170646008	7.319110262
ASAP3	0.669384316	5.030610334	1.801948936	3.872098627	2.78605438	2.626771167	2.98611746	0.174164718
LOC112443701	0	0	0	0	0	0	0	0
TCEA3	0	0	0	0.090814427	0	0	0	0
ZNF436	19.60942579	13.40340591	6.653489622	7.269857685	8.247269569	4.851064561	21.07296907	3.135617506
HNRNPR	149.1267297	128.2250084	118.766301	109.2238601	117.7225655	98.2974724	154.5388631	79.01074961
TRNAV-CAC	0	0	0	0	0	0	0	0
HTR1D	0	0	0	0	0	0	0	0
LUZP1	7.258981078	1.450957899	0.903074509	0.895643984	1.238362179	1.569924248	1.802780372	1.25316803
KDM1A	85.25861866	53.98173058	59.7987512	62.97465819	55.53197251	58.87014368	89.54758753	26.5503337
TEX46	0	0	0	0	0	0	0	0
LACTBL1	0	0	0	0	0	0	0	0
EPHB2	0.3981709	0.781488354	0.251216262	0.116269648	0.469333565	0	0	0
C1QB	30.21666566	280.6200021	228.5715619	98.77388121	160.3312282	26.43755016	73.47433335	52.08900054
LOC112443416	0.44156608	3.149181734	0.895485206	0.694704951	0.964050112	0.121079065	0.969700188	0.338513716
C1QC	22.98187	156.4395242	126.5971092	69.85827482	102.6999208	21.67216112	48.82393474	52.32124449
C1QA	14.68508105	73.76641424	79.88930028	32.52040246	53.88564406	10.57787576	19.08314843	44.45543991
EPHA8	0	0	0	0	0	0	0	0
LOC112443417	0.224081082	0.571368001	0.094252346	0.224344402	0.412892456	0.191158701	0.067542143	0.091098215
ZBTB40	26.60336994	14.34868283	6.570372587	9.801881931	7.766948846	5.482320075	27.97607998	11.17810741
MIR2284U	28.02782592	9.672104851	2.526210896	1.781635664	2.60390691	0	12.06871441	0
LOC112442449	0	0	0	0	0	0	0	0
WNT4	0.140529283	0	0.035465416	0.037518512	0	0	0.20331888	0.150825729
LOC112443703	0	0	0	0	0	0	0	0
CDC42	518.8150287	450.5521905	409.8393578	443.3217825	438.2348617	376.4866878	440.8671307	417.9957806
